CountLine,CountLineCodeDecl,SumCyclomaticModified,SumCyclomatic,CountLineCode,CountLineCodeExe,COMM,ADEV,CountStmtExe,Del_lines,CountStmt,SumCyclomaticStrict,CountStmtDecl,CountSemicolon,CountOutput_Max,SumEssential,CountOutput_Mean,DDEV,CountLineBlank,CountDeclClassMethod
797,171,116,146,624,432,1,1,334,1,515,153,181,397,69,73,5.14285714285714,1,108,6
153,9,13,13,49,26,2,2,20,0,29,13,9,15,4,9,2.42857142857143,1,9,7
60,9,6,6,22,7,0,0,8,0,17,6,9,10,2,5,1.2,0,7,0
178,37,19,19,82,27,11,11,24,40,51,19,27,31,8,19,2.84210526315789,5,26,10
55,11,4,4,20,5,0,0,4,0,15,4,11,10,3,4,2.0,0,8,0
139,26,20,20,74,29,4,4,27,34,51,20,24,31,5,17,1.52941176470588,2,17,0
56,6,4,4,22,12,0,0,8,0,14,4,6,9,12,2,8.0,0,5,0
7,3,1,1,6,1,0,0,1,0,4,1,3,2,2,1,2.0,0,1,1
100,19,9,9,53,26,3,3,22,8,40,9,18,30,8,7,3.57142857142857,2,11,0
212,55,37,37,140,57,11,11,50,67,93,40,43,58,8,32,3.76190476190476,4,33,3
81,18,6,6,39,14,2,2,12,6,30,6,18,22,8,5,3.8,2,9,0
47,11,4,4,12,0,0,0,0,0,11,4,11,10,1,4,0.75,0,5,0
66,21,9,9,48,17,19,19,15,17,28,11,13,18,4,9,2.11111111111111,3,17,0
106,18,9,9,38,11,1,1,12,5,30,10,18,20,4,8,1.875,1,11,0
89,13,5,5,26,7,0,0,7,0,20,5,13,14,4,5,2.0,0,8,0
92,14,6,6,28,7,0,0,7,0,21,6,14,14,3,6,1.66666666666667,0,10,0
8,4,2,2,6,1,0,0,1,0,5,2,4,3,2,2,1.5,0,2,0
25,11,3,3,19,3,1,1,3,9,14,3,11,9,4,3,2.33333333333333,1,6,1
91,21,7,7,50,24,2,2,18,0,39,7,21,30,8,7,3.85714285714286,1,11,0
107,62,11,11,68,2,4,4,2,6,16,11,14,13,2,11,0.545454545454545,2,6,0
64,10,5,5,23,7,0,0,7,0,17,5,10,11,5,4,3.5,0,7,0
479,211,60,60,373,262,6,6,117,33,199,61,82,142,10,26,6.42307692307692,3,54,26
22,7,1,1,10,1,1,1,1,1,8,1,7,6,1,1,1.0,1,5,0
59,9,3,3,16,3,0,0,3,0,12,3,9,8,2,3,1.66666666666667,0,6,0
580,162,102,102,502,329,11,11,183,52,384,107,201,290,27,66,4.75806451612903,4,46,26
169,39,27,29,95,34,6,6,33,9,70,29,37,44,8,23,1.82608695652174,2,30,0
528,195,98,98,392,99,1,1,98,0,293,98,195,195,3,97,2.0,1,99,0
64,32,30,30,33,0,0,0,0,0,32,30,32,31,1,30,1.0,0,1,0
79,16,5,5,28,6,0,0,6,0,21,5,15,15,3,5,2.0,0,9,0
110,24,18,18,60,21,0,0,18,0,42,18,24,23,1,18,1.0,0,23,0
7,3,1,1,6,1,0,0,1,0,4,1,3,2,1,1,1.0,0,1,0
56,7,4,4,18,6,1,1,5,1,12,4,7,7,4,2,3.0,1,3,0
80,13,6,6,29,9,0,0,9,0,22,6,13,15,5,5,2.2,0,8,0
44,10,6,6,11,0,1,1,0,0,10,6,10,9,1,6,1.0,1,3,0
40,5,1,1,8,1,0,0,1,0,6,1,5,4,1,1,1.0,0,2,0
112,29,15,15,63,30,6,6,24,10,47,15,23,33,10,9,4.0,3,19,2
32,3,1,1,4,0,0,0,0,0,3,1,3,2,1,1,1.0,0,1,0
63,9,6,6,29,14,0,0,13,0,22,6,9,15,5,3,3.33333333333333,0,4,0
64,9,3,3,16,3,0,0,3,0,12,3,9,8,2,3,1.33333333333333,0,5,0
532,118,81,117,384,216,14,14,165,67,289,160,124,208,12,77,3.56410256410256,5,71,10
34,2,0,0,3,0,0,0,0,0,2,0,2,1,0,0,0.0,0,1,0
106,20,12,12,47,21,3,3,19,2,38,12,19,25,6,9,3.0,1,18,0
81,13,5,5,26,7,0,0,7,0,20,5,13,14,4,5,2.0,0,9,0
69,11,7,7,29,12,0,0,10,0,21,7,11,13,2,7,1.14285714285714,0,8,0
138,20,9,9,69,45,2,2,39,6,58,9,19,48,6,8,2.5,1,10,0
506,70,42,49,418,328,1,1,1585,108,1655,49,70,1614,5,39,1.63636363636364,1,64,21
11,4,2,2,9,2,0,0,2,0,6,2,4,3,1,2,1.0,0,2,0
42,6,1,1,11,4,0,0,3,0,9,1,6,7,2,1,2.0,0,3,1
54,8,5,5,19,5,0,0,5,0,13,5,8,7,3,5,1.8,0,5,0
139,41,29,29,42,5,7,7,0,147,41,29,41,40,1,29,0.655172413793103,2,27,0
60,9,3,3,17,4,0,0,4,0,13,3,9,9,3,3,2.33333333333333,0,4,0
95,34,6,6,71,43,6,6,31,102,64,6,33,57,20,5,8.66666666666667,3,21,0
42,23,1,1,25,20,0,0,0,0,23,1,23,21,1,1,1.0,0,4,0
250,41,38,38,128,60,11,11,41,67,95,38,54,59,8,31,2.90322580645161,3,40,18
131,18,10,10,53,22,0,0,20,0,37,10,17,25,4,9,1.88888888888889,0,14,0
50,8,3,3,16,5,2,2,4,18,11,3,7,7,3,3,2.33333333333333,1,5,0
156,31,53,53,123,62,2,2,80,25,111,55,31,57,8,52,3.11111111111111,1,32,0
34,2,0,0,3,0,0,0,0,0,2,0,2,1,0,0,0.0,0,1,0
478,143,135,135,144,0,12,12,0,31,141,135,141,140,1,135,0.0296296296296296,5,74,0
185,33,23,23,83,37,12,12,22,384,59,23,37,37,4,22,1.81818181818182,2,29,0
84,17,8,8,40,13,1,1,13,1,30,8,17,20,5,8,2.25,1,13,1
53,7,4,4,14,3,0,0,2,0,9,4,7,4,2,4,1.0,0,5,1
5,3,1,1,4,0,0,0,0,0,3,1,3,2,0,1,0.0,0,1,0
7,3,1,1,6,1,0,0,1,0,4,1,3,2,1,1,1.0,0,1,0
186,40,14,14,123,88,13,13,66,58,105,14,39,93,25,5,7.6,5,20,4
34,2,0,0,3,0,0,0,0,0,2,0,2,1,0,0,0.0,0,1,0
35,3,1,1,6,1,2,2,1,35,4,1,3,2,1,1,1.0,1,1,0
76,13,5,5,26,7,0,0,7,0,20,5,13,14,4,5,2.0,0,8,0
158,123,0,0,124,121,0,0,0,0,122,0,122,121,0,0,0.0,0,5,0
5,3,1,1,4,0,0,0,0,0,3,1,3,2,1,1,1.0,0,1,0
78,15,7,7,28,6,1,1,6,1,21,7,15,14,2,6,1.66666666666667,1,9,0
114,30,20,20,84,44,2,2,30,2,60,20,30,38,5,12,2.75,1,19,7
134,29,20,20,95,59,0,0,39,0,75,21,36,48,16,6,5.33333333333333,0,9,4
63,19,5,5,41,25,0,0,17,0,36,5,19,30,13,1,13.0,0,6,0
2132,224,275,451,1593,1216,8,8,968,1025,1150,530,182,898,56,259,6.72857142857143,3,253,4
343,68,22,52,283,210,2,2,125,4,195,58,70,174,39,34,20.0,2,19,1
90,22,8,8,48,26,2,2,15,5,37,10,22,28,13,8,8.33333333333333,1,6,2
34,12,3,3,23,10,6,6,8,1,20,3,12,17,3,2,3.0,3,8,0
75,12,5,5,25,7,0,0,7,0,19,5,12,13,3,5,2.2,0,8,0
67,11,4,4,20,4,0,0,4,0,15,4,11,10,2,4,1.5,0,6,0
127,88,0,0,90,86,5,5,0,133,88,0,88,87,0,0,0.0,3,0,0
303,91,72,72,230,76,7,7,81,13,171,72,90,99,7,62,2.12903225806452,1,46,0
36,3,1,1,4,0,0,0,0,0,3,1,3,2,1,1,1.0,0,2,0
76,14,4,4,24,5,4,4,5,6,19,4,14,14,3,4,1.75,2,8,0
226,81,31,31,191,114,10,10,50,26,115,31,65,85,15,19,6.94736842105263,4,35,19
63,13,7,7,29,13,0,0,8,0,21,7,13,13,4,5,3.0,0,6,0
522,107,103,139,434,288,19,19,169,135,275,142,106,192,15,63,6.85714285714286,2,52,3
835,178,134,134,572,322,36,36,272,167,415,139,143,274,18,86,5.56896551724138,7,138,18
2720,559,486,486,1876,948,99,99,782,1776,1332,507,550,845,54,336,2.93125,8,419,8
37,16,12,12,17,0,2,2,0,1,16,12,16,15,1,12,1.0,1,15,0
236,59,47,47,192,136,0,0,93,0,154,63,61,109,9,26,5.28571428571429,0,14,3
85,11,8,8,12,0,1,1,0,0,11,8,11,10,1,8,0.75,1,10,0
37,4,2,2,5,0,0,0,0,0,4,2,4,3,1,2,0.5,0,1,0
36,19,5,5,32,10,2,2,7,17,26,5,19,20,5,4,2.0,1,4,0
34,2,0,0,3,0,0,0,0,0,2,0,2,1,0,0,0.0,0,1,0
33,2,0,0,3,0,2,2,0,33,2,0,2,1,0,0,0.0,1,2,0
7,5,3,3,6,0,2,2,0,0,5,3,5,4,1,3,1.0,1,1,0
44,4,2,2,4,0,0,0,0,0,4,2,4,3,1,2,0.5,0,2,0
39,5,2,2,6,0,0,0,0,0,5,2,5,4,1,2,1.0,0,2,0
220,64,29,29,156,85,11,11,55,46,112,29,57,85,23,15,7.9,4,28,2
28,6,1,1,9,2,0,0,1,0,7,1,6,5,2,1,2.0,0,6,1
81,18,7,7,43,20,5,5,15,7,31,7,16,23,7,6,3.5,3,13,1
185,33,24,24,67,23,4,4,20,372,52,25,32,38,8,19,1.68421052631579,2,22,1
905,234,165,165,679,369,41,41,284,168,501,183,217,336,28,106,4.11111111111111,6,195,99
112,26,18,18,62,19,1,1,18,0,44,18,26,25,2,18,1.11111111111111,1,20,3
103,21,15,15,55,21,0,0,18,0,40,15,22,23,3,14,2.0,0,17,0
69,10,4,4,19,4,0,0,4,0,14,4,10,9,2,4,1.5,0,6,0
849,169,109,154,771,575,2,2,386,0,560,184,174,452,36,84,5.4,1,45,5
135,15,14,16,67,45,4,4,38,66,53,17,15,40,21,10,9.33333333333333,2,17,0
81,13,5,5,26,7,1,1,7,1,20,5,13,14,4,5,2.2,1,8,0
280,63,49,49,196,96,12,12,75,129,136,50,61,92,8,35,2.92,4,41,1
41,4,2,2,9,2,0,0,2,0,6,2,4,3,2,2,2.0,0,2,0
87,13,9,9,45,22,1,1,19,1,32,9,13,22,5,6,4.0,1,12,0
99,16,6,6,32,9,0,0,9,0,25,6,16,18,5,6,2.0,0,9,0
59,11,4,4,24,8,0,0,8,0,19,4,11,14,6,4,2.25,0,5,0
100,17,6,6,33,9,0,0,9,0,26,6,17,19,6,6,2.16666666666667,0,10,0
1825,391,318,318,1243,662,45,45,576,650,954,344,378,639,22,189,4.49079754601227,7,256,6
67,6,3,3,7,0,2,2,0,2,6,3,6,5,1,3,0.333333333333333,1,5,0
176,37,21,21,110,64,3,3,47,3,86,21,39,64,17,13,6.0,2,24,2
105,31,17,17,45,21,1,1,16,7,51,17,35,25,3,17,1.41176470588235,1,10,0
129,24,15,15,68,37,0,0,25,0,51,15,26,40,9,12,4.8,0,28,1
172,38,13,13,95,56,4,4,39,228,76,13,37,60,11,9,5.0,2,25,1
49,7,3,3,15,4,0,0,4,0,11,3,7,7,3,3,1.66666666666667,0,4,0
638,55,56,58,235,162,1,1,158,0,210,58,52,158,30,17,4.33333333333333,1,88,0
235,59,29,29,145,68,5,5,52,16,113,29,61,82,15,17,4.70588235294118,3,32,1
43,5,2,2,11,3,0,0,3,0,8,2,5,5,3,2,2.0,0,2,0
62,11,5,5,28,15,0,0,11,0,22,5,11,16,14,2,7.5,0,4,1
535,146,58,58,433,328,19,19,219,103,365,65,146,310,20,20,9.44444444444444,4,59,13
382,117,67,67,266,102,10,10,99,166,174,70,75,106,23,54,4.88461538461539,5,76,3
251,55,46,53,185,104,2,2,81,0,137,60,56,89,7,26,2.31818181818182,1,28,14
63,10,3,3,17,3,0,0,3,0,13,3,10,9,2,3,1.66666666666667,0,6,0
34,2,0,0,3,0,0,0,0,0,2,0,2,1,0,0,0.0,0,1,0
95,21,9,9,51,22,2,2,18,7,39,9,21,28,13,7,4.8,2,11,0
1042,220,175,181,803,545,24,24,391,177,623,202,232,455,26,96,9.5625,5,101,40
543,118,103,103,471,330,5,5,216,30,357,113,141,258,21,70,4.11363636363636,1,41,21
183,38,21,21,112,63,3,3,52,7,90,24,38,68,9,14,4.14285714285714,2,31,0
45,5,3,3,12,3,0,0,3,0,8,3,5,4,2,3,1.66666666666667,0,3,0
40,6,2,2,7,0,0,0,0,0,6,2,6,5,1,2,1.0,0,3,0
337,70,47,47,251,146,8,8,114,28,183,51,69,128,14,26,6.60869565217391,3,42,11
27,11,4,4,20,5,3,3,4,4,14,4,10,9,2,4,1.5,2,6,0
37,4,1,1,5,0,0,0,0,0,4,1,4,3,1,1,1.0,0,2,0
62,11,7,7,26,10,1,1,8,1,19,7,11,11,7,4,2.5,1,8,0
458,95,69,69,293,162,15,15,141,28,230,74,89,160,14,41,4.24390243902439,5,79,7
251,68,38,39,167,88,8,8,66,29,129,41,63,93,10,26,4.35,5,39,3
17,6,2,2,11,3,0,0,3,0,9,2,6,6,2,2,1.5,0,6,0
91,17,5,5,36,20,0,0,11,0,28,9,17,22,6,2,6.0,0,15,0
117,20,14,14,50,22,4,4,18,43,42,14,24,26,6,7,3.75,2,10,0
34,2,0,0,3,0,0,0,0,0,2,0,2,1,0,0,0.0,0,1,0
43,13,7,7,35,15,1,1,14,2,28,7,14,21,9,3,6.66666666666667,1,8,0
2348,376,405,695,1905,1504,3,3,1023,1,1305,780,282,1029,6,285,2.95238095238095,2,94,63
72,13,5,5,23,5,0,0,5,0,18,5,13,13,4,4,2.0,0,7,0
44,6,2,2,11,2,0,0,2,0,8,2,6,5,2,2,1.5,0,3,0
63,9,6,6,29,14,0,0,13,0,22,6,9,15,5,3,3.33333333333333,0,4,0
88,19,8,8,33,6,1,1,5,0,21,8,16,12,2,8,0.75,1,11,1
48,24,10,10,45,10,3,3,10,3,34,10,24,23,1,10,1.0,2,3,0
93,23,7,7,57,27,1,1,17,0,41,7,24,32,14,3,7.66666666666667,1,6,0
406,87,62,62,316,188,9,9,146,52,233,64,87,162,15,37,5.08108108108108,4,49,9
43,11,0,0,12,9,0,0,0,0,11,0,11,10,0,0,0.0,0,1,0
73,14,9,9,32,10,0,0,11,0,26,9,15,16,3,8,1.25,0,14,0
94,16,7,7,34,10,0,0,10,0,26,7,16,18,5,7,2.0,0,10,0
33,3,0,0,4,1,0,0,0,0,3,0,3,2,0,0,0.0,0,2,0
71,12,5,5,23,6,0,0,5,0,17,5,12,11,2,5,1.6,0,8,0
157,26,16,16,78,39,8,8,28,144,52,16,24,36,11,14,4.9,1,19,1
70,13,8,8,33,13,1,1,11,0,24,8,13,15,4,8,1.625,1,10,0
725,84,59,61,274,154,14,14,127,607,211,68,84,147,26,35,4.35483870967742,3,74,3
226,53,28,28,146,86,16,16,72,236,125,31,53,95,23,16,7.77777777777778,2,37,3
68,14,3,3,22,4,1,1,4,7,18,3,14,14,4,3,3.33333333333333,1,5,0
35,4,2,2,5,0,0,0,0,0,4,2,4,3,1,2,0.5,0,1,0
523,101,104,104,377,240,22,22,193,507,284,120,91,191,21,56,6.53846153846154,7,78,2
7,3,1,1,6,1,0,0,1,0,4,1,3,2,1,1,1.0,0,1,0
28,6,1,1,9,2,1,1,1,0,7,1,6,5,2,1,2.0,1,6,1
83,19,10,10,39,15,2,2,13,21,32,10,19,21,9,8,3.75,1,14,0
60,11,3,3,19,4,0,0,4,0,15,3,11,11,4,3,3.0,0,5,0
74,12,3,3,27,11,1,1,11,3,23,3,12,19,4,3,3.66666666666667,1,6,0
86,19,11,11,46,19,1,1,14,3,33,12,19,22,4,7,2.28571428571429,1,11,0
74,22,12,12,23,0,7,7,0,9,20,12,20,19,1,12,1.0,2,3,0
236,25,21,25,169,122,9,9,111,75,130,25,19,108,15,8,10.25,1,26,0
31,10,6,6,23,8,3,3,10,3,18,6,8,11,5,4,3.25,1,8,0
184,26,19,19,96,58,1,1,42,2,69,21,27,50,13,6,7.16666666666667,1,25,2
121,30,15,15,77,38,2,2,30,6,59,17,29,43,10,11,3.27272727272727,2,16,1
91,15,6,6,31,9,0,0,9,0,24,6,15,17,5,6,2.0,0,9,0
85,23,8,8,52,30,2,2,16,1,39,8,23,32,17,2,9.5,1,6,0
105,28,10,10,59,28,1,1,21,1,50,10,29,39,6,8,3.875,1,19,0
93,16,6,6,32,9,0,0,9,0,25,6,16,18,5,6,2.0,0,9,0
598,134,102,102,415,251,20,20,209,135,348,110,139,252,40,61,6.51219512195122,7,122,8
1608,282,264,281,1410,1045,8,8,848,20,1142,347,294,885,29,150,5.74418604651163,1,115,3
90,40,14,14,73,17,1,1,17,0,57,14,40,41,5,14,1.28571428571429,1,17,0
3461,934,585,585,2604,1846,88,88,1335,1361,1915,670,580,1353,38,326,5.31111111111111,6,501,36
69,33,19,19,34,0,3,3,0,11,24,19,24,23,1,19,0.105263157894737,2,5,0
84,17,13,13,45,18,0,0,16,0,33,14,17,20,4,9,2.22222222222222,0,12,0
45,5,2,2,6,1,0,0,0,0,5,2,5,4,1,2,1.0,0,5,0
187,15,11,11,105,78,2,2,75,6,89,11,14,77,4,10,2.7,1,21,0
230,38,31,32,84,31,5,5,25,236,64,33,39,47,6,30,1.44,2,34,2
252,47,33,36,158,90,11,11,56,132,100,36,44,70,19,24,5.0,2,29,3
955,163,164,235,657,393,5,5,322,109,487,277,165,331,24,138,4.890625,2,148,0
278,64,64,66,226,117,5,5,88,269,152,75,64,90,9,44,1.66666666666667,2,48,1
95,20,12,12,50,17,2,2,17,3,37,12,20,24,5,12,2.83333333333333,2,15,0
83,19,7,7,38,13,6,6,11,13,26,7,15,18,7,6,4.33333333333333,3,11,6
729,179,119,127,548,331,10,10,247,57,421,131,174,306,29,80,4.25454545454545,4,108,10
57,10,3,3,23,11,2,2,4,25,12,3,8,8,3,3,2.33333333333333,1,5,0
89,15,8,8,33,10,0,0,10,0,25,8,15,17,4,6,2.5,0,10,0
18,3,1,1,4,0,0,0,0,0,3,1,3,2,0,1,0.0,0,2,0
38,5,4,4,10,2,0,0,2,0,6,4,4,4,1,4,1.0,0,3,0
455,87,68,85,340,222,8,8,171,143,261,93,90,198,31,52,6.92,5,57,3
12,2,0,0,3,0,0,0,0,0,2,0,2,1,0,0,0.0,0,3,0
96,21,10,10,50,25,5,5,16,19,37,11,21,27,19,3,7.33333333333333,2,9,0
136,41,10,10,83,43,6,6,32,9,69,10,37,57,12,9,4.55555555555556,3,13,0
84,16,7,7,34,12,6,6,10,18,26,7,16,18,5,5,3.6,2,7,0
78,59,3,3,64,2,1,1,2,0,61,3,59,57,2,3,1.33333333333333,1,6,0
24,9,4,4,10,0,5,5,0,3,9,4,9,8,0,4,0.0,2,6,0
18,5,1,1,8,2,0,0,1,0,6,1,5,4,2,1,2.0,0,4,0
151,25,9,9,77,49,0,0,34,0,61,9,27,51,12,5,5.8,0,16,1
669,228,101,101,505,240,15,15,169,151,329,101,160,223,17,79,4.50649350649351,3,127,65
37,3,1,1,6,1,0,0,1,0,4,1,3,2,2,1,2.0,0,1,0
391,83,61,61,266,149,0,0,118,0,205,62,87,141,9,53,3.08108108108108,0,77,1
55,8,3,3,17,5,0,0,5,0,13,3,8,9,2,3,1.66666666666667,0,7,0
44,6,3,3,10,0,0,0,0,0,6,3,6,2,0,3,0.0,0,4,0
34,3,1,1,4,0,0,0,0,0,3,1,3,2,1,1,1.0,0,1,0
114,40,19,19,81,28,7,7,24,92,61,21,37,40,10,17,2.26666666666667,3,23,0
84,17,12,12,43,18,0,0,13,0,30,14,17,19,3,9,1.55555555555556,0,11,0
82,16,5,5,29,8,4,4,7,5,23,5,16,17,4,5,2.0,1,10,0
105,18,7,7,37,11,0,0,11,0,28,7,17,20,6,7,2.0,0,10,0
1162,273,201,260,875,545,53,53,394,629,608,274,214,412,40,103,7.875,6,190,68
60,12,3,3,19,6,3,3,5,6,17,3,12,13,5,2,3.5,3,8,0
69,15,6,6,32,12,5,5,9,10,22,6,13,15,4,6,2.5,4,10,1
117,25,5,5,93,73,0,0,8,0,31,5,23,27,8,5,6.0,0,12,3
208,57,29,29,159,97,5,5,56,84,110,29,54,86,18,20,9.09090909090909,4,18,2
99,24,10,10,57,27,2,2,19,3,43,10,24,32,11,8,5.25,2,12,3
18,7,1,1,11,4,2,2,2,2,9,1,7,7,7,1,7.0,2,5,0
67,11,4,4,21,5,0,0,5,0,16,4,11,11,3,4,2.0,0,7,0
64,9,6,6,29,14,0,0,13,0,22,6,9,15,5,3,3.33333333333333,0,4,0
57,11,4,4,21,5,0,0,5,0,16,4,11,11,3,4,2.0,0,7,0
43,11,4,4,31,17,1,1,12,1,23,4,11,18,11,2,6.5,1,10,0
241,64,38,38,161,80,1,1,55,0,119,38,64,78,10,29,2.28,1,30,12
123,40,9,9,78,41,1,1,26,3,66,9,40,55,7,9,4.0,1,18,0
413,109,94,94,302,98,4,4,98,96,202,94,104,107,8,94,2.07446808510638,1,98,0
482,144,107,107,392,213,12,12,215,485,317,109,102,216,24,72,5.23214285714286,5,84,2
59,51,48,48,52,0,14,14,0,14,51,48,51,50,1,48,1.0,3,4,0
73,13,10,10,38,20,1,1,13,12,26,10,13,20,7,7,4.0,1,5,0
71,13,6,6,30,13,1,1,9,4,22,7,13,15,9,3,5.33333333333333,1,7,0
503,98,99,99,380,253,9,9,196,136,291,106,95,191,27,73,4.70967741935484,3,57,10
86,15,6,6,30,8,0,0,8,0,23,6,15,16,4,6,1.66666666666667,0,9,0
110,25,13,13,53,26,5,5,20,11,44,13,24,30,5,8,3.25,2,22,0
45,4,2,2,9,2,0,0,2,0,6,2,4,3,1,2,1.0,0,2,0
74,16,4,4,26,5,2,2,5,8,21,4,16,16,4,4,3.0,2,6,0
26,8,4,4,16,5,1,1,4,0,12,5,8,7,3,2,2.0,1,6,0
272,55,22,22,180,110,8,8,104,119,146,24,42,124,16,13,5.07692307692308,2,38,0
3184,629,563,563,2224,1276,54,54,1072,1082,1699,616,627,1138,27,331,5.24888888888889,7,451,6
42,5,2,2,10,3,0,0,2,0,7,2,5,4,1,2,1.0,0,5,0
104,24,8,8,45,13,2,2,12,1,35,8,23,26,10,8,2.5,1,12,0
94,16,10,10,45,25,0,0,16,0,33,10,17,24,8,4,4.5,0,9,1
168,41,42,42,118,52,1,1,60,0,99,42,39,56,5,42,1.95833333333333,1,32,0
3332,719,103,440,2790,1921,5,5,973,1566,1252,474,279,1160,187,29,13.1176470588235,2,67,0
3134,595,393,539,2483,1773,25,25,1027,2510,1689,542,662,1293,92,398,3.70631970260223,5,545,2
20,6,3,3,14,5,0,0,4,0,10,3,6,6,2,2,1.5,0,3,0
42,5,2,2,9,2,0,0,2,0,7,2,5,4,2,2,1.5,0,6,0
328,90,50,50,250,143,9,9,96,36,174,52,78,123,12,30,6.39285714285714,5,42,9
44,6,2,2,11,2,0,0,2,0,8,2,6,5,3,2,2.5,0,4,0
500,140,88,88,377,209,8,8,147,20,286,88,139,211,17,56,3.70212765957447,4,86,6
66,19,11,11,55,24,1,1,22,0,41,13,19,29,6,7,2.42857142857143,1,11,0
145,35,11,11,63,29,7,7,16,22,48,11,32,37,13,10,4.4,3,26,4
66,13,3,3,26,13,4,4,8,225,21,3,13,17,10,2,6.5,2,6,0
71,64,39,39,65,23,2,2,0,0,64,39,64,63,1,39,1.0,1,3,0
67,11,4,4,20,4,0,0,4,0,15,4,11,10,2,4,1.5,0,6,0
79,18,6,6,31,7,3,3,8,10,26,6,18,19,3,5,2.0,3,9,0
38,5,1,1,6,0,1,1,0,1,5,1,5,4,0,1,0.0,1,4,0
234,59,22,26,159,94,1,1,70,3,132,26,62,109,21,13,4.38461538461539,1,41,0
82,18,11,11,39,10,1,1,10,1,28,11,18,16,3,11,1.18181818181818,1,14,0
203,36,24,24,107,59,7,7,43,34,73,28,30,48,11,18,7.55555555555556,4,27,9
422,138,2,2,385,374,0,0,123,0,259,2,136,256,3,2,2.0,0,6,2
34,2,0,0,3,0,0,0,0,0,2,0,2,1,0,0,0.0,0,1,0
